QuestionId,AnswerType,AnswerText,MisconceptionId
1074,A,\( 6 \),91.0
1074,B,\( 9 \),519.0
1074,C,\( n \),91.0
1074,D,\( 3 \),
1075,A,A,
1075,B,B,
1075,C,C,
1075,D,D,1880.0
1076,A,"Only
Tom",
1076,B,Only Katie,2561.0
1076,C,Both Tom and Katie,
1076,D,Neither is correct,
1077,A,A,
1077,B,B,84.0
1077,C,C,
1077,D,D,
1078,A,\( 3 \),
1078,B,\( 30 \),1491.0
1078,C,\( 300 \),765.0
1078,D,\( 3000000 \),1074.0
1079,A,\( 8 \),2248.0
1079,B,\( 32 \),2017.0
1079,C,\( 256 \),1012.0
1079,D,\( 4 \),
1080,A,\( 70000 \),
1080,B,\( 80000 \),1988.0
1080,C,\( 7 \),663.0
1080,D,\( 74000 \),1248.0
1081,A,![A graph with distance on the horizontal axis and cost on the vertical axis. The graph starts at a point on the positive horizontal axis and travels horizontally right and upwards in a steep straight line.](),
1081,B,![A graph with distance on the horizontal axis and cost on the vertical axis. The graph starts at a point on the positive vertical axis and travels horizontally right.](),1784.0
1081,C,![A graph with distance on the horizontal axis and cost on the vertical axis. The graph starts at the origin and travels in a straight line right and upwards.](),1519.0
1081,D,![A graph with distance on the horizontal axis and cost on the vertical axis. The graph starts at a point on the positive vertical axis and travels horizontally right and upwards in a straight line.](),
1082,A,Only Tom,
1082,B,Only Katie,
1082,C,Both Tom and Katie,602.0
1082,D,Neither is correct,
1083,A,\( \bigcirc=+1 \),2143.0
1083,B,\( \bigcirc=+20 \),974.0
1083,C,\( \bigcirc=-9 \),
1083,D,\( \bigcirc=-20 \),
1084,A,\( 876.099 \),228.0
1084,B,"\( 876,199 \)",
1084,C,"\( 875,999 \)",
1084,D,"\( 875,099 \)",2264.0
1085,A,\( 50.009 \),539.0
1085,B,\( 500.9 \),
1085,C,\( 500.09 \),539.0
1085,D,\( 5.009 \),447.0
1086,A,\( 6 \),767.0
1086,B,\( 120 \),
1086,C,\( 36 \),
1086,D,\( 60 \),161.0
1087,A,\( 290^{\circ} \),415.0
1087,B,\( 70^{\circ} \),
1087,C,\( 50^{\circ} \),2334.0
1087,D,\( 45^{\circ} \),2334.0
1088,A,\( \begin{array}{l}x=10 \\ y=2\end{array} \),2487.0
1088,B,\( \begin{array}{c}x=10 \\ y=-2\end{array} \),
1088,C,\( \begin{array}{l}x=8 \\ y=1\end{array} \),2487.0
1088,D,\( \begin{array}{c}x=-8 \\ y=1\end{array} \),2230.0
1089,A,"\( 499,570 \)",
1089,B,"\( 519,570 \)",
1089,C,\( 50.957 \),228.0
1089,D,"\( 409,570 \)",2264.0
1090,A,\( 5 x+5 y \),1380.0
1090,B,\( 5 x+y \),
1090,C,\( 7 x+5 y \),2046.0
1090,D,\( 7 x+y \),1380.0
1091,A,\( 2 k^{2} \),1380.0
1091,B,\( \frac{1}{3} k^{2}+\frac{6}{6} k^{2} \),
1091,C,\( 1 \frac{1}{3} k^{2} \),
1091,D,\( \frac{1}{3} k^{2}+k^{2} \),528.0
1092,A,\( 0.22 \),2426.0
1092,B,\( 0.11 \),
1092,C,\( 0.44 \),2427.0
1092,D,\( 0.011 \),
1093,A,\( 18 \),
1093,B,\( 19.5 \),1264.0
1093,C,\( 7 \),1364.0
1093,D,\( 21 \),1186.0
1094,A,\( 6 \),
1094,B,\( 0 \),345.0
1094,C,\( 1 \),60.0
1094,D,\( 16 \),
1095,A,\( 3.002 \times 10^{5} \),
1095,B,\( 3.2 \times 10^{5} \),702.0
1095,C,\( 3.002 \times 10^{6} \),1571.0
1095,D,\( 3.2 \times 10^{6} \),702.0
1096,A,"\( (2.5,-1) \)",
1096,B,"\( (5,-2) \)",2427.0
1096,C,"\( (2.5,-4) \)",
1096,D,Impossible as you can't have a decimal coordinate,1611.0
1097,A,\( 4 \),2376.0
1097,B,\( 7 \),
1097,C,\( 3 \),936.0
1097,D,\( 43 \),
1098,A,\( \frac{12}{9 x-1} \),363.0
1098,B,\( \frac{4(3 x+1)}{(3 x-1)(3 x+1)} \),1593.0
1098,C,\( \frac{5}{3 x} \),2078.0
1098,D,\( \frac{4}{3 x-1} \),
1099,A,\( 90 \),
1099,B,\( 87 \),37.0
1099,C,\( 88 \),1248.0
1099,D,\( 80 \),1379.0
1100,A,\( (p+2)(p+3) \),
1100,B,\( (p+6)(p+1) \),1535.0
1100,C,\( (p+6)(p-1) \),418.0
1100,D,Does not factorise,
1101,A,\( £ 196 \),
1101,B,\( £ 58.80 \),624.0
1101,C,\( £ 28 \),1659.0
1101,D,\( £ 36 \),2262.0
1102,A,"\( 1^{\text {st }} \) Tuna
\( 2^{\text {nd }} \) Ling
\( 3^{\text {rd }} \) Ray",2237.0
1102,B,"\( 1^{\text {st }} \) Ling
\( 2^{\text {nd }} \) Ray
\( 3^{\text {rd }} \) Tuna",
1102,C,\( \begin{array}{l}1^{\text {st }} \text { Ling } \\ 2^{\text {nd }} \text { Tuna } \\ 3^{\text {rd }} \text { Ray }\end{array} \),2185.0
1102,D,\( 1^{\text {st }} \) Ray \( 2^{\text {nd }} \) Tuna \( 3^{\text {rd }} \) Ling,
1103,A,\( (-9)^{2} \),
1103,B,\( (-5)^{2} \),55.0
1103,C,\( (9)^{2} \),1510.0
1103,D,\( (5)^{2} \),
1104,A,\( 2 \),377.0
1104,B,\( 3 \),1623.0
1104,C,\( 2.4 \),
1104,D,\( 2.5 \),
1105,A,"\(a \Rightarrow \times2  \Rightarrow -5\Rightarrow 2a-5\) 

\(a \Rightarrow \times2  \Rightarrow -5\Rightarrow 2(a-5)\) ",77.0
1105,B,"\(a \Rightarrow -5  \Rightarrow \times2\Rightarrow 2a-5\) 

\(a \Rightarrow -5  \Rightarrow \times2\Rightarrow 2(a-5)\) ",77.0
1105,C,"\(a \Rightarrow -5 \Rightarrow \times2 \Rightarrow 2a-5\) 

\(a \Rightarrow \times2  \Rightarrow -5\Rightarrow 2(a-5)\) ",77.0
1105,D,"\(a \Rightarrow \times2  \Rightarrow -5\Rightarrow 2a-5\) 

\(a \Rightarrow -5  \Rightarrow \times2\Rightarrow 2(a-5)\) ",
1106,A,\( \sin (\theta) \),1819.0
1106,B,\( \cos (\theta) \),404.0
1106,C,\( \tan (\theta) \),2466.0
1106,D,None of these,
1107,A,"Only
Tom",
1107,B,"Only
Katie",1274.0
1107,C,Both Tom and Katie,930.0
1107,D,Neither is correct,
1108,A,\( 0.25 \),1847.0
1108,B,\( 4 \),1847.0
1108,C,\( 72 \),791.0
1108,D,\( 9 \),
1109,A,![The square numbers represented by green circles arranged into squares.](),142.0
1109,B,"![The cube numbers represented by small, pale, blue cubes arranged into larger cubes]()",142.0
1109,C,![The triangle numbers represented by dark blue circles arranged into triangles.](),
1109,D,"![A sequence represented using red circles arranged in a pattern so that the first term has one red dot and then an additional two dots are added underneath this one red dot for the second term. For the third term another two red dots are added underneath and for the fourth term, two more added underneath the previous pattern.]()",108.0
1110,A,"Only
Tom",557.0
1110,B,"Only
Katie",557.0
1110,C,Both Tom and Katie,
1110,D,Neither is correct,557.0
1111,A,\( £ 28.80 \),1028.0
1111,B,\( 30 p \),
1111,C,\( 45 p \),
1111,D,\( £ 3.53 \),1123.0
1112,A,\( 10 \),1313.0
1112,B,\( 60 \),
1112,C,\( 70 \),2206.0
1112,D,You cannot have percentages greater than \( 100 \),1601.0
1113,A,\( 8 \),
1113,B,\( -8 \),
1113,C,\( 0.6 \),
1113,D,\( -0.6 \),1400.0
1114,A,\( \frac{1}{2} \),
1114,B,\( 3 \),1635.0
1114,C,\( 2 \),1704.0
1114,D,\( 18 \),439.0
1115,A,\( \frac{-6 \pm \sqrt{-12}}{3} \),
1115,B,\( \frac{-6 \pm \sqrt{12}}{-3} \),540.0
1115,C,\( \frac{-6 \pm \sqrt{1200}}{3} \),540.0
1115,D,\( \frac{-6 \pm \sqrt{0}}{3} \),1694.0
1116,A,"![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""−3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.
The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""−3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.
]()",77.0
1116,B,"![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""−3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""−3"" written inside the next rectangle, ""✕ 2""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.]()",
1116,C,"![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""−3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""✕ 2"" written inside the next rectangle, ""−3"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.]()",77.0
1116,D,"![2 function machines both with 4 rectangles in a row and joined by arrows pointing from left to right. The first function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has ""−3"" written inside the next rectangle, ""✕ 2"" written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2p − 3"" written inside it.
 The second function machine has ""p"" written inside the first rectangle on the left and ""input"" written above it; it has  ""−3"" written inside the next rectangle, ""✕ 2""  written inside the next rectangle and the final rectangle on the right has ""output"" written above it and ""2(p − 3)"" written inside it.]()",77.0
1117,A,\( 450 \),
1117,B,\( 1800 \),
1117,C,\( 70 \),
1117,D,\( 18 \),1184.0
1118,A,Only Tom,293.0
1118,B,Only Katie,912.0
1118,C,Both Tom and Katie,293.0
1118,D,Neither is correct,
1119,A,\( 5070 \mathrm{~m} \),549.0
1119,B,\( 5000.07 \mathrm{~m} \),
1119,C,\( 5007 \mathrm{~m} \),1547.0
1119,D,\( 5700 \mathrm{~m} \),549.0
1120,A,\( 3 m-7 \),2143.0
1120,B,\( 2 m^{2}-7 \),220.0
1120,C,\( 3 m-7 m \),751.0
1120,D,\( 2 m^{2}-7 m \),
1121,A,\( 10 \),1898.0
1121,B,\( 0.10 \),1332.0
1121,C,\( 0.1 \),611.0
1121,D,\( 1 \),
1122,A,\( 1 \),
1122,B,\( 2 \),207.0
1122,C,\( 3 \),
1122,D,\( 4 \),
1123,A,\( 30 \) and \( 35 \),
1123,B,\( 30 \) and \( 40 \),2095.0
1123,C,Banana and orange,
1123,D,\( 35 \) and \( 40 \),
1124,A,\( 2 \),2389.0
1124,B,\( 40 \),77.0
1124,C,\( 36 \),2285.0
1124,D,\( 44 \),
1125,A,![128 multiplied by 26 set out to perform long multiplication. 26 is written under 128. The 2 of 26 is under the 1 of 128 and the 6 of 26 is under the 2 of 128.](),980.0
1125,B,"![128 multiplied by 26 set out to perform long multiplication. 128 is written in 3 columns with 100 in the first column, 20 in the second column and 8 in the third column. 26 is written underneath this, with 20 under 100 and 6 under 20.]()",
1125,C,"![128 multiplied by 26 set out to perform long multiplication. 128 is written in 3 columns with 100 in the first column, 20 in the second column and 8 in the third column. 26 is written underneath this, with 20 under 20 and 6 under 8.]()",1626.0
1125,D,![128 multiplied by 26 set out to perform long multiplication. 26 is written under 128. The 2 of 26 is under the 2 of 128 and the 6 of 26 is under the 8 of 128.](),
1126,A,"\[
x=103\degree\]
as alternate angles",1528.0
1126,B,"\[
y=65\degree
\]
as alternate angles",1528.0
1126,C,Both steps are correct,
1126,D,Both steps are incorrect,1528.0
1127,A,\( \frac{4 t^{2}-4 t-48}{4(t-4)} \),
1127,B,\( t+3 \),
1127,C,\( \frac{t^{2}-t-12}{t-4} \),1593.0
1127,D,\( t-3 \),
1128,A,\( -1.5 \),2109.0
1128,B,\( -0.5 \),
1128,C,\( -1 \),
1128,D,\( -0.25 \),2374.0
1129,A,\( -3+9=6 \),
1129,B,\( 3+6=9 \),2469.0
1129,C,\( 6+9=-3 \),2101.0
1129,D,\( -3+6=9 \),2054.0
1130,A,\( x=15^{\circ} \),
1130,B,\( x=12.6^{\circ} \),
1130,C,\( x=33^{\circ} \),100.0
1130,D,\( x=21^{\circ} \),1214.0
1131,A,Miran is correct because division is commutative,2359.0
1131,B,Miran is incorrect because division is commutative,186.0
1131,C,Miran is correct because division is not commutative,186.0
1131,D,Miran is incorrect because division is not commutative,
1132,A,"Only
Tom",686.0
1132,B,Only Katie,
1132,C,Both Tom and Katie,686.0
1132,D,Neither is correct,686.0
1133,A,\( 4.5 \),2344.0
1133,B,\( 5 \),
1133,C,\( 1.5 \),1310.0
1133,D,\( 6 \),
1134,A,\( -18 \),2109.0
1134,B,\( -4 \),
1134,C,\( -5 \),670.0
1134,D,\( 18 \),
1135,A,\( -8 \),
1135,B,\( 14 \),1510.0
1135,C,\( 2 \),
1135,D,\( -2 \),
1136,A,\( 7.5 \),
1136,B,\( 8 \),
1136,C,\( 0.8 \),
1136,D,\( 12.5 \),1013.0
1137,A,BCA,1942.0
1137,B,CDB,1906.0
1137,C,ECB,
1137,D,None of these options,2516.0
1138,A,\( \frac{9 y^{2}}{6 y+3} \),1825.0
1138,B,\( \frac{3 y}{2+y} \),2398.0
1138,C,\( \frac{3 y^{2}}{2 y+1} \),
1138,D,\( \frac{3 y^{3}}{2 y^{2}+3 y} \),2398.0
1139,A,The blue square has a larger area,
1139,B,The red square has a larger area,2345.0
1139,C,The areas are the same,2554.0
1139,D,It is impossible to say without measuring,1671.0
1140,A,\( 17 \mathrm{~cm}^{2} \),828.0
1140,B,\( 60 \mathrm{~cm}^{2} \),
1140,C,\( 34 \mathrm{~cm}^{2} \),982.0
1140,D,Not enough information,618.0
1141,A,\( \frac{1}{2} \),318.0
1141,B,\( \frac{1}{20} \),1759.0
1141,C,\( \frac{1}{200} \),
1141,D,\( \frac{1}{2000} \),
1142,A,\(\bigstar =-2 \),103.0
1142,B,\(\bigstar =-1 \),978.0
1142,C,"\(\bigstar =+0 \)
(just \( \mathrm{p} \) inside brackets)",
1142,D,\(\bigstar =-0.5 \),
1143,A,An octagon,764.0
1143,B,A hexagon,2569.0
1143,C,A pentagon,
1143,D,A circle,255.0
1144,A,\( 25 \),
1144,B,\( 10 \),1072.0
1144,C,\( 7 \),948.0
1144,D,\( 52 \),2352.0
1145,A,\( 3 \sqrt{5} \),937.0
1145,B,\( \sqrt{8} \),44.0
1145,C,\( \sqrt{15} \),349.0
1145,D,Cannot be simplified,
1146,A,\( x^{3}+9=8 \),220.0
1146,B,\( x^{2}+x+9=8 \),828.0
1146,C,\( 2 x^{2}+2 x+18=8 \),982.0
1146,D,\( x^{3}+9 x=8 \),
1147,A,\( \frac{\sqrt{3}}{3} \),
1147,B,\( \sqrt{3} \),2031.0
1147,C,\( \frac{\sqrt{3}}{2} \),2031.0
1147,D,\( \frac{1}{2} \),2031.0
1148,A,\( \sqrt{6} \),
1148,B,\( \sqrt{30} \),
1148,C,\( -\sqrt{45} \),82.0
1148,D,\( \sqrt{117} \),
1149,A,Equation,835.0
1149,B,Formula,
1149,C,Variable,1091.0
1149,D,Expression,759.0
1150,A,\( v=r F^{2} \),1214.0
1150,B,\( v=\sqrt{\frac{F}{r}} \),1214.0
1150,C,\( v=\sqrt{r F} \),
1150,D,\( v=r \sqrt{F} \),256.0
1151,A,\( 0.1 \),1604.0
1151,B,\( 10 \),
1151,C,\( 100 \),1652.0
1151,D,\( 1000 \),629.0
1152,A,"Only
Tom",
1152,B,"Only
Katie",
1152,C,Both Tom and Katie,
1152,D,Neither is correct,2306.0
1153,A,"Only
Tom",1539.0
1153,B,Only Katie,1851.0
1153,C,Both Tom and Katie,
1153,D,Neither is correct,
1154,A,"Only
Tom",
1154,B,Only Katie,
1154,C,Both Tom and Katie,220.0
1154,D,Neither is correct,366.0
1155,A,\( 0.5 \),
1155,B,\( -7.5 \),388.0
1155,C,\( -0.5 \),
1155,D,\( 3 \),1103.0
1156,A,\( 82 \% \),1786.0
1156,B,\( 32 \% \),
1156,C,\( 16 \% \),658.0
1156,D,\( 40 \% \),
1157,A,Area \( =3 x^{2}-4 \),
1157,B,Perimeter \( =6 x+8 \),
1157,C,\( 2 x+4=3 x-4 \),1180.0
1157,D,\( x=8 \),1180.0
1158,A,\( t^{2}-9 t=0 \),
1158,B,\( t^{2}+6 t+9=0 \),
1158,C,\( t^{2}-6 t-9=0 \),
1158,D,\( t^{2}-9=0 \),547.0
1159,A,"\( -3,9,5 \)",558.0
1159,B,"\( -3,-13,-173 \)",558.0
1159,C,"\( -3,5,21 \)",
1159,D,"\( -3,0,5 \)",1411.0
1160,A,\( \frac{67}{72} \),
1160,B,\( \frac{20}{72} \),111.0
1160,C,\( \frac{60}{72} \),
1160,D,\( \frac{40}{72} \),2309.0
1161,A,\( 21 \mathrm{~cm}^{2} \),
1161,B,\( 22 \mathrm{~cm}^{2} \),982.0
1161,C,\( 28 \mathrm{~cm}^{2} \),669.0
1161,D,\( 84 \mathrm{~cm}^{2} \),71.0
1162,A,Always true,2359.0
1162,B,Sometimes true,1259.0
1162,C,Never true,
1162,D,"I don't
know",
1163,A,"Add Pair \( 1 \) 
Subtract Pair \( 2 \)",
1163,B,"Add Pair \( 1 \)
Add Pair \( 2 \)",
1163,C,"Subtract Pair \( 1 \)
Add Pair \( 2 \)",
1163,D,"Subtract Pair \( 1 \)
Subtract Pair \( 2 \)",2077.0
1164,A,\( 6 \mathrm{~cm} \),
1164,B,\( 6 \),1183.0
1164,C,\( 9 \mathrm{~cm} \),23.0
1164,D,\( 2 \mathrm{~cm} \),2318.0
1165,A,\( -10 \),2143.0
1165,B,\( +16 \),
1165,C,\( -6 \),
1165,D,\( -16 \),1597.0
1166,A,\( 154.1 \),1379.0
1166,B,\( 154.2 \),
1166,C,\( 155.2 \),2330.0
1166,D,\( 155.1 \),2330.0
1167,A,\( 400 \),2550.0
1167,B,\( 400000 \),1074.0
1167,C,\( 4 \),
1167,D,\( 40 \),2132.0
1168,A,"Left \( 4 \) squares, down \( 3 \) squares",1481.0
1168,B,"Left \( 5 \) squares, down \( 3 \) squares",
1168,C,"Right \( 5 \) squares, up \( 3 \) squares",1265.0
1168,D,"Left \( 5 \) squares, up \( 3 \) squares",2354.0
1169,A,"\( 2,890,200 \)",126.0
1169,B,"\( 29,902 \)",1533.0
1169,C,"\( 28,002 \)",1383.0
1169,D,"\( 29,002 \)",
1170,A,\( a=c-b \),483.0
1170,B,\( a^{2}=b^{2}+c^{2} \),
1170,C,\( a^{2}=b^{2}-c^{2} \),
1170,D,\( a^{2}=c^{2}-b^{2} \),
1171,A,\( 4 \frac{1}{5} \),1142.0
1171,B,\( 19 \frac{1}{5} \),984.0
1171,C,\( \frac{19}{5} \),687.0
1171,D,\( 3 \frac{4}{5} \),
1172,A,\( 0.5 \),760.0
1172,B,\( 0.8 \),
1172,C,\( 0.4 \),1715.0
1172,D,\( 0.45 \),2073.0
1173,A,\( t<9 \),1880.0
1173,B,\( t=9 \),1682.0
1173,C,\( \mathrm{t} \leq 9 \),
1173,D,\( t>9 \),
1174,A,\( 307 \% \),1033.0
1174,B,\( 3.7 \% \),800.0
1174,C,\( 37 \% \),
1174,D,\( 30.7 \% \),
1175,A,\( 206 \) minutes,
1175,B,\( 122 \) minutes,161.0
1175,C,\( 2 \) minutes,
1175,D,\( 410 \) minutes,1514.0
1176,A,\( 12 \),110.0
1176,B,\( 7 \),
1176,C,\( 5 \),1968.0
1176,D,\( 13 \),110.0
1177,A,\( 16 \),
1177,B,\( 3 \),
1177,C,\( 2 \),
1177,D,\( 6 \),1417.0
1178,A,\( (p+2)(p+3) \),418.0
1178,B,\( (p+1)(p+5) \),1606.0
1178,C,\( (p+1)(p+4) \),
1178,D,Does not factorise,
1179,A,Only Tom,1989.0
1179,B,Only Katie,
1179,C,Both Tom and Katie,
1179,D,Neither is correct,972.0
1180,A,\( 51 \),179.0
1180,B,\( 0.72... \),1704.0
1180,C,\( 1.375 \),
1180,D,\( 6.375 \),378.0
1181,A,![Correct net of a cuboid](),
1181,B,![Net of a triangular prism](),690.0
1181,C,![Net of a cube](),1043.0
1181,D,![None of the above](),690.0
1182,A,"![The number 1, then a calculator button labelled \(-\), then the number 7]()",1208.0
1182,B,"![The number 7, then a calculator button labelled \(x^{-1} \)]()",
1182,C,"![The number 1, then a calculator button labelled \(x^{\square} \), then the number 7]()",1467.0
1182,D,None of these,
1183,A,\( -9 \),
1183,B,\( 9 \),
1183,C,\( 20 \),974.0
1183,D,\( -20 \),
1184,A,Neither is correct,
1184,B,"Only
Paul",
1184,C,"Only
Jo",
1184,D,Both Jo and Paul,2359.0
1185,A,\( (x+4)^{2}-14 \),
1185,B,\( (x+4)^{2}+2 \),1987.0
1185,C,\( (x+8)^{2}+2 \),978.0
1185,D,\( (x+4)^{2}-16 \),1994.0
1186,A,\( 0.625 \),2073.0
1186,B,\( 0.6 \),1715.0
1186,C,\( 6.25 \),2308.0
1186,D,\( 0.24 \),
1187,A,\( 6 \),
1187,B,\( 6.2 \),
1187,C,\( 6.079 \),1365.0
1187,D,\( 6.0001 \),
1188,A,\( 0.8164 \ldots \),
1188,B,\( 0.6666 \ldots \),
1188,C,\( 0.7419 \ldots \),1631.0
1188,D,Another answer,
1189,A,\( 105 \),
1189,B,\( 84 \),
1189,C,\( 100 \),1764.0
1189,D,\( 1680 \),1814.0
1190,A,\( p=5 \),1214.0
1190,B,\( p=-5 \),
1190,C,\( p=-15 \),
1190,D,\( p=15 \),
1191,A,\( t=0 \),1924.0
1191,B,\( t=1 \),
1191,C,\( t=-1 \),1214.0
1191,D,\( t=\frac{1}{5} \),1214.0
1192,A,5:1,
1192,B,1:5,2262.0
1192,C,\( 6: 1 \),1820.0
1192,D,1:6,
1193,A,\( 180^{\circ} \),
1193,B,\( 100^{\circ} \),2121.0
1193,C,\( 360^{\circ} \),2362.0
1193,D,\( 90^{\circ} \),309.0
1194,A,\(\color{gold}\bigstar\) = -2.5,
1194,B,\(\color{gold}\bigstar\) = 4,
1194,C,\(\color{gold}\bigstar\) = 6 ,118.0
1194,D,\(\color{gold}\bigstar\) = -5,
1195,A,\( 18 \),
1195,B,\( 12 \),2316.0
1195,C,\( 36 \),1507.0
1195,D,\( 11 \),1416.0
1196,A,Square root everything,1735.0
1196,B,Add \( 16 \) to both sides,1735.0
1196,C,Divide everything by \( p \),1735.0
1196,D,Subtract \( p \) from both sides,
1197,A,\( 0+0+2+6+9 \div 5 \),1392.0
1197,B,\( \frac{2+6+9}{5} \),
1197,C,\( \frac{2+6+9}{3} \),1623.0
1197,D,None of them,491.0
1198,A,\( 3 \),2583.0
1198,B,\( 36 \),2576.0
1198,C,\( 64 \),
1198,D,\( 21 \),2583.0
1199,A,\( 5 \times 24 \),1179.0
1199,B,\( 5 \times 7 \times 12 \),443.0
1199,C,\( 5 \times 5 \times 24 \),950.0
1199,D,\( 5 \times 7 \times 24 \),
1200,A,\( 24 \),1255.0
1200,B,\( 9 \),724.0
1200,C,\( 504 \),
1200,D,\( 729 \),164.0
1201,A,\( 18^{\degree} \),
1201,B,\( 36^{\degree} \),219.0
1201,C,\( 22.5^{\degree} \),
1201,D,Not enough information,
1202,A,\( y=2 \),1196.0
1202,B,\( y=-2 \),
1202,C,\( y=8 \),
1202,D,\( y=-8 \),1214.0
1203,A,A,1990.0
1203,B,B,1990.0
1203,C,C,
1203,D,D,
1204,A,A,
1204,B,B,
1204,C,C,1990.0
1204,D,D,772.0
1205,A,Independent events,1089.0
1205,B,Mutually exclusive events,
1205,C,Probability events,1089.0
1205,D,Dependant events,1089.0
1206,A,\( -12 \),1792.0
1206,B,\( -64 \),433.0
1206,C,\( \frac{1}{64} \),
1206,D,\( -\frac{1}{64} \),433.0
1207,A,"Only
Tom",2359.0
1207,B,"Only
Katie",
1207,C,Both Tom and Katie,2359.0
1207,D,Neither is correct,638.0
1208,A,Jodie is accelerating,2032.0
1208,B,Jodie is walking away from home,
1208,C,Jodie is walking towards home,2145.0
1208,D,Jodie has stopped walking,1945.0
1209,A,The square numbers,1882.0
1209,B,The triangle numbers,
1209,C,The cube numbers,2489.0
1209,D,The Fibonacci numbers,2296.0
1210,A,\( \mathrm{K} \) is longer than \( \mathrm{L} \),
1210,B,\( \mathrm{K} \) is shorter than \( \mathrm{L} \),
1210,C,\( \mathrm{K} \) and \( \mathrm{L} \) are the same length,1813.0
1210,D,We don't have enough information without measuring them,591.0
1211,A,\( 2 \mathrm{~cm} \times 4 \mathrm{~cm} \times 7 \mathrm{~cm} \),648.0
1211,B,\( 4 \mathrm{~cm} \times 7 \mathrm{~cm} \),910.0
1211,C,\( 4 \mathrm{~cm} \times 2 \mathrm{~cm} \),
1211,D,\( 2 \mathrm{~cm} \times 7 \mathrm{~cm} \),910.0
1212,A,"Only
Tom",1348.0
1212,B,Only Katie,
1212,C,Both Tom and Katie,1180.0
1212,D,Neither is correct,1348.0
1213,A,\( \frac{6}{5} \),609.0
1213,B,\( \frac{15}{2} \),1152.0
1213,C,\( \frac{2}{15} \),
1213,D,\( \frac{6}{15} \),1621.0
1214,A,Add \( 5 x \) to both sides of the equation,265.0
1214,B,Subtract \( 6 \) from both sides of the equation,
1214,C,Divide by \( x \),265.0
1214,D,Square root both sides of the equation,265.0
1215,A,\( 0.609 \),
1215,B,\( 0.69 \),
1215,C,\( 6.09 \),1398.0
1215,D,\( 609.000 \),424.0
1216,A,\( -2 \),220.0
1216,B,\( -3 \),373.0
1216,C,\( -7 \),373.0
1216,D,\( -6 \),
1217,A,\( 11 \),
1217,B,\( 5 \),172.0
1217,C,\( 3 \),
1217,D,\( 9 \),907.0
1218,A,Rectangular prism,
1218,B,Cylinder,1831.0
1218,C,Rectangular pyramid,1783.0
1218,D,Cube,1043.0
1219,A,\( 6 \),
1219,B,\( -6 \),
1219,C,\( -9 \),
1219,D,\( 12 \),1510.0
1220,A,\( y=4 x+8 \),1893.0
1220,B,\( y=4 x+5 \),
1220,C,\( y=4 x+9 \),1108.0
1220,D,\( y=9 x+4 \),
1221,A,The odd numbers,421.0
1221,B,The square numbers,478.0
1221,C,The triangular numbers,2489.0
1221,D,The cube numbers,
1222,A,\( 70.004 \),151.0
1222,B,\( 700.04 \),151.0
1222,C,\( 700.4 \),
1222,D,\( 7.004 \),2525.0
1223,A,Equation,68.0
1223,B,Term,
1223,C,Variable,2519.0
1223,D,Expression,661.0
1224,A,"Only
Tom",1505.0
1224,B,"Only
Katie",
1224,C,Both Tom and Katie,1505.0
1224,D,Neither is correct,236.0
1225,A,\( 2 m \),2045.0
1225,B,\( \mathrm{mm} \),1630.0
1225,C,\( m^{m} \),1072.0
1225,D,\( m^{2} \),
1226,A,![Equilateral triangle](),2355.0
1226,B,![Circle](),
1226,C,![Square](),2355.0
1226,D,![Hexagon](),2355.0
1227,A,\( (2 x+1)(x+3) \),
1227,B,\( (2 x+3)(x+1) \),
1227,C,\( (2 x+1)(2 x+3) \),2240.0
1227,D,Cannot be factorised,
1228,A,\( 42 \),55.0
1228,B,\( -56 \),
1228,C,\( -42 \),82.0
1228,D,\( 56 \),
1229,A,\( 12 \),1792.0
1229,B,\( -12 \),1072.0
1229,C,\( 36 \),1507.0
1229,D,\( -36 \),
1230,A,\( 4 \mathrm{~cm} \),1953.0
1230,B,\( 3 \mathrm{~cm} \),
1230,C,\( 3.5 \mathrm{~cm} \),1953.0
