question_id,question_text,construct,subject,correct_option,correct_text,incorrect_option,incorrect_text,has_math_symbols,misconception_id,misconception_desc,subject_cluster,difficulty,misconception_cluster,misconception_clusterId,misconception_merged,misconception_merged_id
938,"Peter is counting up in threes. He starts at \( -16 \)
What is the \( 5^{\text {th }} \) number he says?",Carry out addition problems involving one negative integer,Adding and Subtracting Negative Numbers,B,\( -4 \),A,"3752    \( -28 \)
Name: AnswerText, dtype: object",True,2109,Counts on in the wrong direction on a number line,Core Mathematical Fundamentals,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
938,"Peter is counting up in threes. He starts at \( -16 \)
What is the \( 5^{\text {th }} \) number he says?",Carry out addition problems involving one negative integer,Adding and Subtracting Negative Numbers,B,\( -4 \),D,"3755    \( -31 \)
Name: AnswerText, dtype: object",True,2109,Counts on in the wrong direction on a number line,Core Mathematical Fundamentals,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
939,"Tom and Katie are discussing this sequence. ![The first 3 patterns in a sequence are shown. The first pattern is a blue rectangle with 6 yellow circles attached to its perimeter: 2 circles on each of the longer sides and 1 circle on each of the shorter sides. 
Pattern 2 is made up of 2 blue rectangles, attached together in a row by their short edges. There are also 10 yellow circles in this pattern, attached to the perimeter of the rectangles: 2 circles on every longer side of each rectangle and 1 circle on each of the two free shorter sides (i.e. that are not attached to the other rectangle). 
Pattern 3 is made up of 3 blue rectangles, attached together in a row by their short edges. There are also 14 yellow circles in this pattern, attached to the perimeter of the rectangles: 2 circles on every longer side of each rectangle and 1 circle on each of the two free shorter sides (i.e. that are not attached to another rectangle).]() Tom says the number of circles in the \( 10^{\text {th }} \) term will be 
double the number of circles in the \( 5^{\text {th }} \) term.

Katie says the number of rectangles in the \( 10^{\text {th }} \) term will be 
double the number of rectangles in the \( 5^{\text {th }} \) term.

Who do you agree with?",Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,Linear Sequences (nth term),B,Only Katie,C,"3758    Both Tom and Katie
Name: AnswerText, dtype: object",True,2386,Believes there is a multiplicative relationship between values of terms in a linear sequence e.g. 10th term is double 5th term,Numerical Sequences & Patterns,Hard,Basic Operation Confusions,8,Fundamental_Arithmetic,1
940,"Tom and Katie are arguing about the information on the right.

Tom says there are \( 9 \) times as many students as teachers.

Katie says one in ten people are teachers.
Who is correct? On a school trip, the ratio of teachers to students is:
teachers : students
\(
1: 9
\)",Understand the relationship between parts of a ratio,Writing Ratios,C,Both Tom and Katie,A,"3760    Only Tom
Name: AnswerText, dtype: object",False,357,Does not understand that in the ratio 1:n the total number of parts would be 1+n ,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
940,"Tom and Katie are arguing about the information on the right.

Tom says there are \( 9 \) times as many students as teachers.

Katie says one in ten people are teachers.
Who is correct? On a school trip, the ratio of teachers to students is:
teachers : students
\(
1: 9
\)",Understand the relationship between parts of a ratio,Writing Ratios,C,Both Tom and Katie,B,"3761    Only Katie
Name: AnswerText, dtype: object",False,498,Does not understand that in a ratio 1:n that one part of the ratio would be n times bigger than the one part,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
940,"Tom and Katie are arguing about the information on the right.

Tom says there are \( 9 \) times as many students as teachers.

Katie says one in ten people are teachers.
Who is correct? On a school trip, the ratio of teachers to students is:
teachers : students
\(
1: 9
\)",Understand the relationship between parts of a ratio,Writing Ratios,C,Both Tom and Katie,D,"3763    Neither is correct
Name: AnswerText, dtype: object",False,357,Does not understand that in the ratio 1:n the total number of parts would be 1+n ,Core Mathematical Fundamentals,Medium,Simplification & Conversion Errors,9,Data_Conversions,5
941,"\(
x_{n+1}=10-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=4 \), what is the value of \( x_{2} \) ?",Carry out the first stage in an iteration solution,Trial and Improvement and Iterative Methods,A,\( 9.75 \),B,"3765    \( 9.8974 \ldots \)
Name: AnswerText, dtype: object",True,1631,When asked for a specific term in a sequence gives the term after,Core Mathematical Fundamentals,Hard,Basic Operation Confusions,8,Fundamental_Arithmetic,1
942,What is the equation of this curve? ![A set of axes with a quadratic graph drawn on. The graph is y=x^2 translated 2 squares to the left and 5 squares down.](),"Given a sketch of a quadratic graph in the form (x + p)² + q, work out its completed the square form",Sketching from Completing the Square Form,A,\( y=(x+2)^{2}-5 \),B,"3769    \( y=(x+2)^{2}+5 \)
Name: AnswerText, dtype: object",True,1487,Believes you can square root a negative number,Core Mathematical Fundamentals,Medium,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
942,What is the equation of this curve? ![A set of axes with a quadratic graph drawn on. The graph is y=x^2 translated 2 squares to the left and 5 squares down.](),"Given a sketch of a quadratic graph in the form (x + p)² + q, work out its completed the square form",Sketching from Completing the Square Form,A,\( y=(x+2)^{2}-5 \),C,"3770    \( y=(x-2)^{2}+5 \)
Name: AnswerText, dtype: object",True,1487,Believes you can square root a negative number,Core Mathematical Fundamentals,Medium,Decimal Operations & Place Value,6,Fundamental_Arithmetic,1
942,What is the equation of this curve? ![A set of axes with a quadratic graph drawn on. The graph is y=x^2 translated 2 squares to the left and 5 squares down.](),"Given a sketch of a quadratic graph in the form (x + p)² + q, work out its completed the square form",Sketching from Completing the Square Form,A,\( y=(x+2)^{2}-5 \),D,"3771    \( y=(x-2)^{2}-5 \)
Name: AnswerText, dtype: object",True,1537,"Believes that in completed square form, the x co-ordinate of the turning point has the same sign as the constant in the brackets.",Core Mathematical Fundamentals,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
943,"Which of the following lines is perpendicular to
\[
y=2 x+1 \text { ? }
\]",Identify perpendicular lines written in the form y = mx + c,Perpendicular Lines,A,\( y=7-\frac{1}{2} x \),B,"3773    \( y=2 x-1 \)
Name: AnswerText, dtype: object",True,1917,Confuses the meaning of parallel and perpendicular,Graphs & Coordinate Geometry,Medium,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
943,"Which of the following lines is perpendicular to
\[
y=2 x+1 \text { ? }
\]",Identify perpendicular lines written in the form y = mx + c,Perpendicular Lines,A,\( y=7-\frac{1}{2} x \),C,"3774    \( x=2 y+1 \)
Name: AnswerText, dtype: object",True,708,Believes switching the x and y variables in a linear equation gives a perpendicular line,Graphs & Coordinate Geometry,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
943,"Which of the following lines is perpendicular to
\[
y=2 x+1 \text { ? }
\]",Identify perpendicular lines written in the form y = mx + c,Perpendicular Lines,A,\( y=7-\frac{1}{2} x \),D,"3775    \( y=\frac{1}{2} x-3 \)
Name: AnswerText, dtype: object",True,925,Believes the gradients of perpendicular lines are reciprocals of the same sign,Graphs & Coordinate Geometry,Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
944,"Which of the following words is the correct description for:
\(x+3=5 ?\)",Recognise and name an equation,Writing Formula,A,Equation,B,"3777    Formula
Name: AnswerText, dtype: object",True,835,Confuses a formula with an equation,Core Mathematical Fundamentals,Easy,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
944,"Which of the following words is the correct description for:
\(x+3=5 ?\)",Recognise and name an equation,Writing Formula,A,Equation,C,"3778    Identity
Name: AnswerText, dtype: object",True,553,Confuses an equation with an identity,Core Mathematical Fundamentals,Easy,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
944,"Which of the following words is the correct description for:
\(x+3=5 ?\)",Recognise and name an equation,Writing Formula,A,Equation,D,"3779    Expression
Name: AnswerText, dtype: object",True,1834,Confuses an equation with an expression,Core Mathematical Fundamentals,Easy,Fraction Arithmetic & Algebra,13,Fractions_Ratios,2
945,"Tom and Katie are discussing using estimation when multiplying
Tom says \( 82 \times 4<320 \)
Katie says \( 41 \times 8>320 \)
Without calculating the exact answers, who is correct?",Round numbers to an appropriate degree to estimate the answer to a calculation,Estimation,B,Only Katie,A,"3780    Only Tom
Name: AnswerText, dtype: object",False,1449,Believes rounding numbers down would give an overestimate,Core Mathematical Fundamentals,Hard,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
946,"Tom and Katie are discussing this shape
Tom says it is a parallelogram
Katie says it is a rhombus
Who do you agree with? ![Pink parallelogram with parallel sides labelled]()",Sort and class quadrilaterals into hierarchical families,Properties of Quadrilaterals,A,Only Tom,B,"3785    Only Katie
Name: AnswerText, dtype: object",False,85,Does not remember that a rhombus has equal sides,Geometry & Shapes,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
946,"Tom and Katie are discussing this shape
Tom says it is a parallelogram
Katie says it is a rhombus
Who do you agree with? ![Pink parallelogram with parallel sides labelled]()",Sort and class quadrilaterals into hierarchical families,Properties of Quadrilaterals,A,Only Tom,C,"3786    Both Tom and Katie
Name: AnswerText, dtype: object",False,85,Does not remember that a rhombus has equal sides,Geometry & Shapes,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
946,"Tom and Katie are discussing this shape
Tom says it is a parallelogram
Katie says it is a rhombus
Who do you agree with? ![Pink parallelogram with parallel sides labelled]()",Sort and class quadrilaterals into hierarchical families,Properties of Quadrilaterals,A,Only Tom,D,"3787    Neither is correct
Name: AnswerText, dtype: object",False,1348,Does not recognise a parallelogram,Geometry & Shapes,Hard,Geometric Concepts & Properties,3,Geometry_Spatial,4
947,"Tom and Katie are discussing the conjecture:

All numbers have an even number of factors because factors come in pairs

Tom says a counter-example is \( 24 \)

Katie says a counter-example is \( 16 \)

Who do you agree with?",Identify factors of a number,Factors and Highest Common Factor,B,Only Katie,A,"3788    Only Tom
Name: AnswerText, dtype: object",True,762,Chooses an example when asked for a counter-example,Core Mathematical Fundamentals,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
948,"What number is \( 100 \) less than \( 325,076 \) ?",Find 100 less than a given number,Place Value,A,"\( 324,976 \)",B,"3793    \( 3250.76 \)
Name: AnswerText, dtype: object",False,228,Divides rather than subtracts when given the command 'less than',Core Mathematical Fundamentals,Easy,Core Mathematical Knowledge Gaps,12,Fundamental_Arithmetic,1
948,"What number is \( 100 \) less than \( 325,076 \) ?",Find 100 less than a given number,Place Value,A,"\( 324,976 \)",C,"3794    \( 325,176 \)
Name: AnswerText, dtype: object",False,1773,Adds rather than subtracts when answering worded problems,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
948,"What number is \( 100 \) less than \( 325,076 \) ?",Find 100 less than a given number,Place Value,A,"\( 324,976 \)",D,"3795    \( 324,076 \)
Name: AnswerText, dtype: object",False,2264,"When subtracting a power of 10, subtracts from the wrong column",Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
949,"What is the ratio of
\[
A B: B C \text { ? }
\] ![A line AC which is 10 units long. B is on it so that AB:BC is 1:2]()",Solve coordinate geometry questions involving ratio,Sharing in a Ratio,D,\( 1: 2 \),C,"3798    \( 1: 3 \)
Name: AnswerText, dtype: object",False,221,Thinks ratios are written as 1:total,Core Mathematical Fundamentals,Medium,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
950,Which of the following is not a surd?,Recognise when a square root is a surd and when it is not,Simplifying Surds,C,\( \sqrt{49} \),A,"3800    \( \sqrt{45} \)
Name: AnswerText, dtype: object",False,1459,Does not recognise that a surd will simplify to a whole number and not longer be a surd if the number under the surd is a square number,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
950,Which of the following is not a surd?,Recognise when a square root is a surd and when it is not,Simplifying Surds,C,\( \sqrt{49} \),B,"3801    \( \sqrt{47} \)
Name: AnswerText, dtype: object",False,1459,Does not recognise that a surd will simplify to a whole number and not longer be a surd if the number under the surd is a square number,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
950,Which of the following is not a surd?,Recognise when a square root is a surd and when it is not,Simplifying Surds,C,\( \sqrt{49} \),D,"3803    \( \sqrt{51} \)
Name: AnswerText, dtype: object",False,1459,Does not recognise that a surd will simplify to a whole number and not longer be a surd if the number under the surd is a square number,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
951,"What does the following equal?

\(
3 \times 5+4-2
\)","Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,A,\( 17 \),B,"3805    \( 25 \)
Name: AnswerText, dtype: object",True,328,Performs addition ahead of multiplication,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
951,"What does the following equal?

\(
3 \times 5+4-2
\)","Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,A,\( 17 \),C,"3806    \( 21 \)
Name: AnswerText, dtype: object",True,328,Performs addition ahead of multiplication,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
951,"What does the following equal?

\(
3 \times 5+4-2
\)","Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,A,\( 17 \),D,"3807    \( 9 \)
Name: AnswerText, dtype: object",True,2532,Believes order of operations does not affect the answer to a calculation,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
952,"![This shape is a line drawing of 2 ellipses whose centres, marked with a black dot, are lined up, but one ellipse is at right angles to the other.]() What is the order of rotational symmetry of this shape?",Identify the order of rotational symmetry of a shape,Rotational Symmetry,D,\( 4 \),A,"3808    \( 0 \)
Name: AnswerText, dtype: object",False,2355,Does not know how to find order of rotational symmetry,Core Mathematical Fundamentals,Medium,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
952,"![This shape is a line drawing of 2 ellipses whose centres, marked with a black dot, are lined up, but one ellipse is at right angles to the other.]() What is the order of rotational symmetry of this shape?",Identify the order of rotational symmetry of a shape,Rotational Symmetry,D,\( 4 \),B,"3809    \( 1 \)
Name: AnswerText, dtype: object",False,2355,Does not know how to find order of rotational symmetry,Core Mathematical Fundamentals,Medium,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
952,"![This shape is a line drawing of 2 ellipses whose centres, marked with a black dot, are lined up, but one ellipse is at right angles to the other.]() What is the order of rotational symmetry of this shape?",Identify the order of rotational symmetry of a shape,Rotational Symmetry,D,\( 4 \),C,"3810    \( 2 \)
Name: AnswerText, dtype: object",False,2355,Does not know how to find order of rotational symmetry,Core Mathematical Fundamentals,Medium,Fundamental Arithmetic Misconceptions,5,Fundamental_Arithmetic,1
953,"\begin{tabular}{lclclclc|c|} \hline \(\bigstar\) & \( \;\) & 712 & \( \;\) &  \( \;\)\end{tabular} A descending linear sequence has a constant difference of \( 22 \) and the \( 3^{\text {rd }} \) term is \( 712 \).
What should replace the star?",Write a missing term of a descending integer linear sequence,Linear Sequences (nth term),B,\( 756 \),A,"3812    \( 734 \)
Name: AnswerText, dtype: object",True,672,When asked for a specific term in a sequence gives the next term,Numerical Sequences & Patterns,Hard,Basic Operation Confusions,8,Fundamental_Arithmetic,1
953,"\begin{tabular}{lclclclc|c|} \hline \(\bigstar\) & \( \;\) & 712 & \( \;\) &  \( \;\)\end{tabular} A descending linear sequence has a constant difference of \( 22 \) and the \( 3^{\text {rd }} \) term is \( 712 \).
What should replace the star?",Write a missing term of a descending integer linear sequence,Linear Sequences (nth term),B,\( 756 \),C,"3814    \( 690 \)
Name: AnswerText, dtype: object",True,672,When asked for a specific term in a sequence gives the next term,Numerical Sequences & Patterns,Hard,Basic Operation Confusions,8,Fundamental_Arithmetic,1
953,"\begin{tabular}{lclclclc|c|} \hline \(\bigstar\) & \( \;\) & 712 & \( \;\) &  \( \;\)\end{tabular} A descending linear sequence has a constant difference of \( 22 \) and the \( 3^{\text {rd }} \) term is \( 712 \).
What should replace the star?",Write a missing term of a descending integer linear sequence,Linear Sequences (nth term),B,\( 756 \),D,"3815    \( 668 \)
Name: AnswerText, dtype: object",True,81,Thinks you subtract rather than add when finding the previous term in a descending linear sequence,Numerical Sequences & Patterns,Hard,Basic Operation Confusions,8,Fundamental_Arithmetic,1
954,\( 4514-328= \),Subtract integers up to 4 digits using a written method where carrying is needed,Written Subtraction,D,\( 4186 \),A,"3816    \( 4196 \)
Name: AnswerText, dtype: object",True,699,"When “borrowing” during a subtraction problem, does not subtract one from the preceding digit",Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
954,\( 4514-328= \),Subtract integers up to 4 digits using a written method where carrying is needed,Written Subtraction,D,\( 4186 \),B,"3817    \( 1234 \)
Name: AnswerText, dtype: object",True,2203,Lines up the digits incorrectly when doing a subtraction involving two numbers with a different amount of digits,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
954,\( 4514-328= \),Subtract integers up to 4 digits using a written method where carrying is needed,Written Subtraction,D,\( 4186 \),C,"3818    \( 4214 \)
Name: AnswerText, dtype: object",True,1138,Subtracts the smallest digit from the largest digit,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
955,"This graph shows how much a block of ice melted over time. ![A line graph with the x-axis titled ""Time (minutes)"". The x-axis scale is labelled from 0 to 5 in steps of 1 minute.
The y-axis is titled ""Water depth (cm)"" and the scale is labelled from 0 to 12 in steps of 2. The following points are plotted and joined together: (0, 0),(1,1),(2, 3),(3, 6),(4, 9),(5, 10).      
]() What was the difference between the first minute and third minute?",Interpret continuous data using a line graph,Time Series and Line Graphs,C,\( 5 \mathrm{~cm} \),A,"3820    \( 5 \)
Name: AnswerText, dtype: object",True,1183,Does not include units in answer.,Graphs & Coordinate Geometry,Hard,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
955,"This graph shows how much a block of ice melted over time. ![A line graph with the x-axis titled ""Time (minutes)"". The x-axis scale is labelled from 0 to 5 in steps of 1 minute.
The y-axis is titled ""Water depth (cm)"" and the scale is labelled from 0 to 12 in steps of 2. The following points are plotted and joined together: (0, 0),(1,1),(2, 3),(3, 6),(4, 9),(5, 10).      
]() What was the difference between the first minute and third minute?",Interpret continuous data using a line graph,Time Series and Line Graphs,C,\( 5 \mathrm{~cm} \),B,"3821    \( 6 \mathrm{~cm} \)
Name: AnswerText, dtype: object",True,23,Does not understand the command word 'difference',Graphs & Coordinate Geometry,Hard,Simplification & Conversion Errors,9,Data_Conversions,5
955,"This graph shows how much a block of ice melted over time. ![A line graph with the x-axis titled ""Time (minutes)"". The x-axis scale is labelled from 0 to 5 in steps of 1 minute.
The y-axis is titled ""Water depth (cm)"" and the scale is labelled from 0 to 12 in steps of 2. The following points are plotted and joined together: (0, 0),(1,1),(2, 3),(3, 6),(4, 9),(5, 10).      
]() What was the difference between the first minute and third minute?",Interpret continuous data using a line graph,Time Series and Line Graphs,C,\( 5 \mathrm{~cm} \),D,"3823    \( 2 \mathrm{~cm} \)
Name: AnswerText, dtype: object",True,11,"When reading value from graph, reads from the wrong axes.",Graphs & Coordinate Geometry,Hard,Fraction Operations & Concepts,1,Fractions_Ratios,2
956,\( 30 \) grams = \(\bigstar \) milligrams What should replace the star?,Convert between g and mg,Weight Units,D,\( 30000 \),A,"3824    \( 3000 \)
Name: AnswerText, dtype: object",True,852,Thinks there are 100 mg in a gram,"Fractions, Decimals & Conversions",Easy,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
956,\( 30 \) grams = \(\bigstar \) milligrams What should replace the star?,Convert between g and mg,Weight Units,D,\( 30000 \),B,"3825    \( 300 \)
Name: AnswerText, dtype: object",True,213,Thinks there are 10 mg in a gram,"Fractions, Decimals & Conversions",Easy,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
956,\( 30 \) grams = \(\bigstar \) milligrams What should replace the star?,Convert between g and mg,Weight Units,D,\( 30000 \),C,"3826    \( 0.03 \)
Name: AnswerText, dtype: object",True,1954,Divides when converting to a smaller unit,"Fractions, Decimals & Conversions",Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
957,"Tom and Katie are discussing how to work out the answer to \( \frac{5}{6}-\frac{1}{3} \)
Tom says you could change both denominators to \( 6 \)
Katie says you could change both denominators to \( 18 \)
Who is correct?",Subtract proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,C,Both Tom and Katie,A,"3828    Only Tom
Name: AnswerText, dtype: object",True,2038,Believes a common denominator can only be the lowest common multiple,"Fractions, Decimals & Conversions",Medium,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
957,"Tom and Katie are discussing how to work out the answer to \( \frac{5}{6}-\frac{1}{3} \)
Tom says you could change both denominators to \( 6 \)
Katie says you could change both denominators to \( 18 \)
Who is correct?",Subtract proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,C,Both Tom and Katie,B,"3829    Only\r\nKatie
Name: AnswerText, dtype: object",True,2128,Believes a common denominator must always be the two denominators multiplied together,"Fractions, Decimals & Conversions",Medium,Data Handling & Number Sense,10,Data_Conversions,5
957,"Tom and Katie are discussing how to work out the answer to \( \frac{5}{6}-\frac{1}{3} \)
Tom says you could change both denominators to \( 6 \)
Katie says you could change both denominators to \( 18 \)
Who is correct?",Subtract proper fractions with different denominators which do not share a common factor,Adding and Subtracting Fractions,C,Both Tom and Katie,D,"3831    Neither is correct
Name: AnswerText, dtype: object",True,120,Does not understand equivalent fractions,"Fractions, Decimals & Conversions",Medium,Simplification & Conversion Errors,9,Data_Conversions,5
958,"Jo and Paul are arguing about powers.
Jo says \( 9^{4}=3^{8} \)
Paul says \( 9^{4}=3^{2} \times 3^{2} \)
Who is correct?",Change an integer base number to another integer base number with a positive integer power,"Squares, Cubes, etc",A,"Only
Jo",C,"3834    Both Jo and Paul
Name: AnswerText, dtype: object",True,1022,Believes you multiply matching bases when carrying out a multiplication,Core Mathematical Fundamentals,Hard,Negative Numbers & Inequalities,4,Algebra_Advanced_Math,3
958,"Jo and Paul are arguing about powers.
Jo says \( 9^{4}=3^{8} \)
Paul says \( 9^{4}=3^{2} \times 3^{2} \)
Who is correct?",Change an integer base number to another integer base number with a positive integer power,"Squares, Cubes, etc",A,"Only
Jo",D,"3835    Neither is correct
Name: AnswerText, dtype: object",True,2480,Thinks powers with different bases cannot be equal,Core Mathematical Fundamentals,Hard,Ratio & Proportional Reasoning Errors,0,Fractions_Ratios,2
959,"This graph shows how far Jodie is from home whilst she is out on a walk.
What might the horizontal represent? ![The image is a distance-time graph. The graph is in three sections. The first section starts at (0,0) and is a sloped line with positive gradient. The second section is a horizontal line. The third section is a sloped line with negative gradient that ends when it touches the Time axis.]()",Interpret horizontal sections of a displacement-time graph,Real Life Graphs,D,Jodie has stopped walking,A,"3836    Jodie is accelerating
Name: AnswerText, dtype: object",True,2492,Confuses rest and movement on a distance time graph,Graphs & Coordinate Geometry,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
959,"This graph shows how far Jodie is from home whilst she is out on a walk.
What might the horizontal represent? ![The image is a distance-time graph. The graph is in three sections. The first section starts at (0,0) and is a sloped line with positive gradient. The second section is a horizontal line. The third section is a sloped line with negative gradient that ends when it touches the Time axis.]()",Interpret horizontal sections of a displacement-time graph,Real Life Graphs,D,Jodie has stopped walking,B,"3837    Jodie is walking away from home
Name: AnswerText, dtype: object",True,2492,Confuses rest and movement on a distance time graph,Graphs & Coordinate Geometry,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
959,"This graph shows how far Jodie is from home whilst she is out on a walk.
What might the horizontal represent? ![The image is a distance-time graph. The graph is in three sections. The first section starts at (0,0) and is a sloped line with positive gradient. The second section is a horizontal line. The third section is a sloped line with negative gradient that ends when it touches the Time axis.]()",Interpret horizontal sections of a displacement-time graph,Real Life Graphs,D,Jodie has stopped walking,C,"3838    Jodie is walking towards home
Name: AnswerText, dtype: object",True,2492,Confuses rest and movement on a distance time graph,Graphs & Coordinate Geometry,Medium,Fraction Operations & Concepts,1,Fractions_Ratios,2
960,Expand \( 4(3 c+2) \),Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,B,\( 12 c+8 \),C,"3842    \( 12 c+6 \)
Name: AnswerText, dtype: object",True,107,"When expanding brackets, multiplies out the first term correctly but adds together the number outside the bracket with the second term inside the bracket.",Core Mathematical Fundamentals,Medium,Basic Operation Confusions,8,Fundamental_Arithmetic,1
960,Expand \( 4(3 c+2) \),Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression,Expanding Single Brackets,B,\( 12 c+8 \),D,"3843    \( 12 c+2 \)
Name: AnswerText, dtype: object",True,220,Only multiplies the first term in the expansion of a bracket,Core Mathematical Fundamentals,Medium,Basic Operation Confusions,8,Fundamental_Arithmetic,1
961,A school trip lasted \( 5 \) hours and \( 25 \) minutes. How long is this in minutes?,Convert from hours to minutes,Time,B,\( 325 \) minutes,A,"3844    \( 525 \) minutes
Name: AnswerText, dtype: object",False,161,Answers as if there are 100 minutes in an hour when changing from hours to minutes,Graphs & Coordinate Geometry,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
961,A school trip lasted \( 5 \) hours and \( 25 \) minutes. How long is this in minutes?,Convert from hours to minutes,Time,B,\( 325 \) minutes,D,"3847    \( 5.25 \) minutes
Name: AnswerText, dtype: object",False,427,Answers as if there are 100 minutes in an hour when writing minutes as decimals,Graphs & Coordinate Geometry,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
962,"The pie chart shows colours of motorbikes in a shop.

There are \( \mathbf{3 0} \) more blue bikes than white. How many bikes are there altogether? ![Pie chart with 8 equal sections. One section is black, one white, three green and three blue.]()",Interpret a pie chart,Pie Chart,A,\( 120 \),B,"3849    \( 15 \)
Name: AnswerText, dtype: object",False,1517,Finds unit amount but doesn't multiply up,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
962,"The pie chart shows colours of motorbikes in a shop.

There are \( \mathbf{3 0} \) more blue bikes than white. How many bikes are there altogether? ![Pie chart with 8 equal sections. One section is black, one white, three green and three blue.]()",Interpret a pie chart,Pie Chart,A,\( 120 \),C,"3850    \( 240 \)
Name: AnswerText, dtype: object",False,1193,Multiplies up without finding unit amount,Core Mathematical Fundamentals,Medium,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
963,Which working out is correct for $72 \times 36$?,Multiply 2 digit integers by 2 digit integers using long multiplication,Written Multiplication,D,![ Long multiplication for 72 multiplied by 36 with correct working and correct final answer. First row of working is correct: 4 3 2. Second row of working is correct: 2 1 6 0. Final answer is correct: 2 5 9 2.](),A,"3852    ![ Long multiplication for 72 multiplied by 36...
Name: AnswerText, dtype: object",False,1403,"When two digits multiply to 10 or more during a multiplication problem, does not add carried value to the preceding digit",Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
963,Which working out is correct for $72 \times 36$?,Multiply 2 digit integers by 2 digit integers using long multiplication,Written Multiplication,D,![ Long multiplication for 72 multiplied by 36 with correct working and correct final answer. First row of working is correct: 4 3 2. Second row of working is correct: 2 1 6 0. Final answer is correct: 2 5 9 2.](),B,"3853    ![ Long multiplication for 72 multiplied by 36...
Name: AnswerText, dtype: object",False,2476,Does not write the place holder zero when doing column multiplication,Core Mathematical Fundamentals,Easy,Algebraic Expressions & Sequences,2,Algebra_Advanced_Math,3
